"","weights.Signature.1","weights.Signature.2","weights.Signature.3","weights.Signature.4","weights.Signature.5","weights.Signature.6","weights.Signature.7","weights.Signature.8","weights.Signature.9","weights.Signature.10","weights.Signature.11","weights.Signature.12","weights.Signature.13","weights.Signature.14","weights.Signature.15","weights.Signature.16","weights.Signature.17","weights.Signature.18","weights.Signature.19","weights.Signature.20","weights.Signature.21","weights.Signature.22","weights.Signature.23","weights.Signature.24","weights.Signature.25","weights.Signature.26","weights.Signature.27","weights.Signature.28","weights.Signature.29","weights.Signature.30"
"20",0,0,0,0.177752387675227,0,0,0,0,0,0,0,0,0.191198397616686,0,0,0.222564708912343,0,0,0.188269630927255,0.102387008114285,0,0,0,0,0,0,0,0,0,0
