"","weights.Signature.1","weights.Signature.2","weights.Signature.3","weights.Signature.4","weights.Signature.5","weights.Signature.6","weights.Signature.7","weights.Signature.8","weights.Signature.9","weights.Signature.10","weights.Signature.11","weights.Signature.12","weights.Signature.13","weights.Signature.14","weights.Signature.15","weights.Signature.16","weights.Signature.17","weights.Signature.18","weights.Signature.19","weights.Signature.20","weights.Signature.21","weights.Signature.22","weights.Signature.23","weights.Signature.24","weights.Signature.25","weights.Signature.26","weights.Signature.27","weights.Signature.28","weights.Signature.29","weights.Signature.30"
"24",0.104933376672864,0,0,0,0.110389624001802,0.0671255732913771,0,0,0,0,0,0,0,0.170144891452985,0.179154894338117,0.0702349008334238,0,0.170659526594529,0,0.0815927019274059,0,0,0,0,0,0,0,0,0,0
